URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (name),DistrictAdministrative (name),AdministrativeWard (name),ParliamentaryConstituency (name),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,PropsName,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (name),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate,Linked establishments,,,
137735,936,Surrey,5406,The Beacon School,Academy converter,Academies,Open,Academy Converter,01-12-2011,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1350,Not applicable,19-01-2023,1226,611,615,12.8,Supported by a multi-academy trust,GLF SCHOOLS,Linked to a sponsor,GLF Schools,Not applicable,,10035943,,Not applicable,17-05-2023,14-11-2023,Picquets Way,,,Banstead,Surrey,SM7 1AG,www.thebeaconschool.co.uk,1737359103,Mr,James,Grant Duff,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Reigate and Banstead,Nork,Epsom and Ewell,(England/Wales) Urban major conurbation,E10000030,524465,158828,Reigate and Banstead 003,Reigate and Banstead 003D,,,,,Requires improvement,South-East England and South London,,68164172,,Not applicable,Not applicable,,,E02006377,E01030644,148,,125306 Predecessor,,,
137736,936,Surrey,5407,Rosebery School,Academy converter,Academies,Open,Academy Converter,01-12-2011,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,None,Does not apply,Not applicable,Non-selective,1480,No Special Classes,19-01-2023,1417,0,1417,5.6,Supported by a multi-academy trust,GLF SCHOOLS,Linked to a sponsor,GLF Schools,Not applicable,,10035800,,Not applicable,25-01-2023,20-10-2023,White Horse Drive,,,Epsom,Surrey,KT18 7NQ,http://www.roseberyschool.co.uk/,1372720439,Ms,Ros,Allen,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Epsom and Ewell,Woodcote & Langley Vale,Epsom and Ewell,(England/Wales) Urban major conurbation,E10000030,520081,160169,Epsom and Ewell 008,Epsom and Ewell 008D,,,,,Outstanding,South-East England and South London,,2.00004E+11,,Not applicable,Not applicable,,,E02006342,E01030419,67,,125307 Predecessor,,,
137740,868,Windsor and Maidenhead,4055,Furze Platt Senior School,Academy converter,Academies,Open,Academy Converter,01-12-2011,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1450,No Special Classes,19-01-2023,1512,922,590,15,Supported by a single-academy trust,FURZE PLATT SENIOR SCHOOL,-,,Not applicable,,10035798,,Not applicable,18-11-2021,27-11-2023,Furze Platt Road,,,Maidenhead,Berkshire,SL6 7NQ,http://www.furzeplatt.com,1628625308,Dr,Andrew,Morrison,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,,,,,South East,Windsor and Maidenhead,Furze Platt,Maidenhead,(England/Wales) Urban city and town,E06000040,487440,182646,Windsor and Maidenhead 001,Windsor and Maidenhead 001B,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02003421,E01016572,181,,110066 Predecessor,,,
137745,309,Haringey,4034,Mulberry Academy Woodside,Academy converter,Academies,Open,Academy Converter,01-12-2011,,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1200,No Special Classes,19-01-2023,1193,653,540,27.5,Supported by a multi-academy trust,MULBERRY SCHOOLS TRUST,Linked to a sponsor,Mulberry School for Girls,Not applicable,,10035816,,Not applicable,23-02-2022,13-12-2023,White Hart Lane,Wood Green,,London,,N22 5QJ,www.mulberrywoodside.org,2088896761,Ms,Angela,Wallace,Co-Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Haringey,Woodside,Hornsey and Wood Green,(England/Wales) Urban major conurbation,E09000014,531614,191115,Haringey 008,Haringey 008D,,,,,Good,East of England and North-East London,,1.00023E+11,,Not applicable,Not applicable,,,E02000404,E01002104,328,,102158 Predecessor,,,
137754,306,Croydon,5406,Norbury High School for Girls,Academy converter,Academies,Open,Academy Converter,01-01-2012,,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Girls,None,Does not apply,Not applicable,Non-selective,1370,No Special Classes,19-01-2023,1245,0,1245,28.2,Supported by a multi-academy trust,THE MANOR TRUST,Linked to a sponsor,Norbury Manor Business and Enterprise College for Girls,Not applicable,,10035851,,Not applicable,16-03-2022,22-11-2023,Kensington Avenue,,,Thornton Heath,Surrey,CR7 8BT,www.nhsg.org.uk,2086790062,Mrs,Markieu,Hayden,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Croydon,Norbury Park,Croydon North,(England/Wales) Urban major conurbation,E09000008,531181,169684,Croydon 003,Croydon 003D,,,,,Good,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02000196,E01001161,309,,101824 Predecessor,,,
137757,919,Hertfordshire,4099,Bishop's Hatfield Girls' School,Academy converter,Academies,Open,Academy Converter,01-01-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,1003,No Special Classes,19-01-2023,943,5,938,13.9,Supported by a single-academy trust,BISHOP'S HATFIELD GIRLS' SCHOOL,-,,Not applicable,,10035970,,Not applicable,07-12-2022,14-11-2023,Woods Avenue,,,Hatfield,Hertfordshire,AL10 8NL,http://www.bishophatfield.herts.sch.uk/,1707275331,Headteacher,Alf,Wood,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Welwyn Hatfield,Hatfield South West,Welwyn Hatfield,(England/Wales) Urban city and town,E10000015,522514,208173,Welwyn Hatfield 012,Welwyn Hatfield 012D,,,,,Outstanding,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004991,E01023923,103,,117527 Predecessor,,,
137769,303,Bexley,4001,Townley Grammar School,Academy converter,Academies,Open,Academy Converter,01-01-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Selective,1550,No Special Classes,19-01-2023,1574,87,1487,5.6,Supported by a multi-academy trust,TOWNLEY GRAMMAR SCHOOL TRUST,Linked to a sponsor,Odyssey Trust For Education,Not applicable,,10035976,,Not applicable,01-03-2023,14-11-2023,Townley Road,,,Bexleyheath,Kent,DA6 7AB,www.townleygrammar.org.uk,2083048311,Mrs,Nevita,Pandya,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Bexley,Bexleyheath,Bexleyheath and Crayford,(England/Wales) Urban major conurbation,E09000004,548781,174532,Bexley 020,Bexley 020D,,,,,Outstanding,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000084,E01000363,62,,101463 Predecessor,,,
137772,306,Croydon,5407,Shirley High School Performing Arts College,Academy converter,Academies,Open,Academy Converter,01-01-2012,,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1105,No Special Classes,19-01-2023,838,400,438,45.4,Supported by a single-academy trust,SHIRLEY HIGH SCHOOL,-,,Not applicable,,10035985,,Not applicable,01-12-2022,14-11-2023,Shirley Church Road,,,Croydon,Surrey,CR0 5EF,http://www.shirley.croydon.sch.uk,2086569755,Mr,Tyrone,Myton,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Croydon,Shirley South,Croydon Central,(England/Wales) Urban major conurbation,E09000008,535883,165190,Croydon 026,Croydon 026A,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000219,E01001062,327,,101825 Predecessor,,,
137789,211,Tower Hamlets,4284,Mulberry Academy Shoreditch,Academy converter,Academies,Open,Academy Converter,01-01-2012,,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1100,No Special Classes,19-01-2023,1345,728,617,46,Supported by a multi-academy trust,MULBERRY SCHOOLS TRUST,Linked to a sponsor,Mulberry School for Girls,Not applicable,,10035996,,Not applicable,15-09-2022,24-11-2023,Gosset Street,Bethnal Green,,London,,E2 6NW,www.mulberryacademyshoreditch.org,2079207900,Mrs,Ruth,Holden,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Tower Hamlets,Weavers,Bethnal Green and Bow,(England/Wales) Urban major conurbation,E09000030,534008,182708,Tower Hamlets 009,Tower Hamlets 009A,,,,,Good,East of England and North-East London,,6145604,,Not applicable,Not applicable,,,E02000872,E01004312,402,,100971 Predecessor,,,
137829,312,Hillingdon,5405,Northwood School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1080,No Special Classes,19-01-2023,999,521,478,18.7,Supported by a multi-academy trust,QED ACADEMY TRUST,-,,Not applicable,,10036410,,Not applicable,03-10-2018,30-11-2023,Pinner Road,,,Northwood,Middlesex,HA6 1QN,http://www.northwoodschool.org.uk,1923836363,Mr,Mehul,Shah,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,5,12,,,London,Hillingdon,Northwood Hills,"Ruislip, Northwood and Pinner",(England/Wales) Urban major conurbation,E09000017,510406,190503,Hillingdon 002,Hillingdon 002D,,,,,Outstanding,North-West London and South-Central England,,1.00023E+11,,Not applicable,Not applicable,,,E02000495,E01002483,167,,102445 Predecessor,,,
137834,886,Kent,5467,"Mayfield Grammar School, Gravesend",Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,None,Does not apply,Not applicable,Selective,1207,No Special Classes,19-01-2023,1349,40,1309,10.5,Supported by a single-academy trust,"MAYFIELD GRAMMAR SCHOOL, GRAVESEND",-,,Not applicable,,10036417,,Not applicable,12-06-2013,01-12-2023,Pelham Road,,,Gravesend,Kent,DA11 0JE,http://www.mgsg.kent.sch.uk/,1474352896,Headteacher,Elaine,Wilson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Gravesham,Pelham,Gravesham,(England/Wales) Urban major conurbation,E10000016,564094,173489,Gravesham 002,Gravesham 002C,,,,,Outstanding,South-East England and South London,,1.00062E+11,,Not applicable,Not applicable,,,E02005056,E01024290,107,,118787 Predecessor,,,
137844,312,Hillingdon,5412,Barnhill Community High School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1422,Not applicable,19-01-2023,1522,782,740,34,Supported by a multi-academy trust,MIDDLESEX LEARNING PARTNERSHIP,Linked to a sponsor,Middlesex Learning Partnership,Not applicable,,10034571,,Not applicable,10-11-2022,14-11-2023,Yeading Lane,,,Hayes,,UB4 9LE,http://www.barnhill.school,2088390600,Mr,John,Jones,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hillingdon,Yeading,Hayes and Harlington,(England/Wales) Urban major conurbation,E09000017,511160,182493,Hillingdon 020,Hillingdon 020B,,,,,Good,North-West London and South-Central England,,10003000288,,Not applicable,Not applicable,,,E02000513,E01002393,419,,131639 Predecessor,,,
137847,919,Hertfordshire,4014,Stanborough School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1124,No Special Classes,19-01-2023,1123,603,520,18.4,Supported by a single-academy trust,STANBOROUGH SCHOOL,-,,Not applicable,,10036274,,Not applicable,19-01-2023,02-11-2023,Lemsford Lane,,,Welwyn Garden City,Hertfordshire,AL8 6YR,http://www.stanborough.herts.sch.uk/,1707321755,Mrs,Merry,John,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resourced provision,,,,,East of England,Welwyn Hatfield,Handside,Welwyn Hatfield,(England/Wales) Urban city and town,E10000015,522890,211688,Welwyn Hatfield 006,Welwyn Hatfield 006A,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004985,E01023916,177,,117507 Predecessor,,,
137848,314,Kingston upon Thames,4004,Coombe Girls' School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,1558,No Special Classes,19-01-2023,1582,133,1449,18.4,Supported by a multi-academy trust,COOMBE ACADEMY TRUST,Linked to a sponsor,Coombe Academy Trust,Not applicable,,10036445,,Not applicable,16-05-2013,13-11-2023,Clarence Avenue,,,New Malden,Surrey,KT3 3TU,http://www.coombegirlsschool.org/,2089421242,Ms,Emily,Barns,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,"SLCN - Speech, language and Communication",,,,,,,,,,,,Resourced provision,18,22,,,London,Kingston upon Thames,Coombe Vale,Richmond Park,(England/Wales) Urban major conurbation,E09000021,520889,169344,Kingston upon Thames 008,Kingston upon Thames 008D,,,,,Outstanding,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000605,E01002961,223,,102598 Predecessor,,,
137855,936,Surrey,5416,Hinchley Wood School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1113,No Special Classes,19-01-2023,1381,760,621,4.5,Supported by a multi-academy trust,HINCHLEY WOOD LEARNING PARTNERSHIP,Linked to a sponsor,Hinchley Wood School,Not applicable,,10036419,,Not applicable,04-10-2023,13-12-2023,Claygate Lane,Hinchley Wood,,Esher,Surrey,KT10 0AQ,http://www.hinchleywoodschool.co.uk,2083987161,,Ms Maria Cachia,Miss Lucy Macdonald,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,SEN unit,,,20,20,South East,Elmbridge,Hinchley Wood and Weston Green,Esher and Walton,(England/Wales) Urban major conurbation,E10000030,516190,165715,Elmbridge 009,Elmbridge 009A,,,,,Outstanding,South-East England and South London,,1.00062E+11,,Not applicable,Not applicable,,,E02006325,E01030319,50,,125316 Predecessor,,,
137859,314,Kingston upon Thames,5403,Coombe Boys' School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Boys,None,Does not apply,Not applicable,Non-selective,1100,No Special Classes,19-01-2023,964,917,47,14.2,Supported by a multi-academy trust,COOMBE ACADEMY TRUST,Linked to a sponsor,Coombe Academy Trust,Not applicable,,10036446,,Not applicable,13-09-2023,22-11-2023,"College Gardens, Blakes Lane",,,New Malden,Surrey,KT3 6NU,http://www.coombeboysschool.org,2089491537,Mr,David,Smith,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,"SLCN - Speech, language and Communication",,,,,,,,,,,,Resourced provision and SEN unit,17,17,0,0,London,Kingston upon Thames,Motspur Park & Old Malden East,Kingston and Surbiton,(England/Wales) Urban major conurbation,E09000021,522052,167718,Kingston upon Thames 015,Kingston upon Thames 015E,,,,,Good,South-East England and South London,,128001931,,Not applicable,Not applicable,,,E02000612,E01002983,122,,102608 Predecessor,,,
137872,919,Hertfordshire,5408,Bushey Meads School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1300,No Special Classes,19-01-2023,1226,683,543,15.7,Supported by a multi-academy trust,BUSHEY ST JAMES TRUST,-,,Not applicable,,10036451,,Not applicable,13-11-2019,19-10-2023,Coldharbour Lane,,,Bushey,Hertfordshire,WD23 4PA,http://www.busheymeads.org.uk/,2089503000,,Jeremy,Turner,Executive Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,7,10,,,East of England,Hertsmere,Bushey St James,Hertsmere,(England/Wales) Urban major conurbation,E10000015,514321,195727,Hertsmere 012,Hertsmere 012D,,,,,Good,North-West London and South-Central England,,10034170938,,Not applicable,Not applicable,,,E02004907,E01023561,152,,117580 Predecessor,,,
137877,881,Essex,5467,Shenfield High School,Academy converter,Academies,Open,Academy Converter,01-02-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1499,No Special Classes,19-01-2023,1535,820,715,14.9,Supported by a single-academy trust,SHENFIELD HIGH SCHOOL,-,,Not applicable,,10036380,,Not applicable,14-11-2018,14-11-2023,Alexander Lane,Shenfield,,Brentwood,Essex,CM15 8RY,http://www.shenfield.essex.sch.uk,1277219131,Miss,Clare,Costello,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Brentwood,Shenfield,Brentwood and Ongar,(England/Wales) Urban city and town,E10000012,561352,195860,Brentwood 005,Brentwood 005F,,,,,Good,East of England and North-East London,,1.00091E+11,,Not applicable,Not applicable,,,E02004468,E01021467,178,,115383 Predecessor,,,
137895,919,Hertfordshire,5413,The Saint John Henry Newman Catholic School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1405,No Special Classes,19-01-2023,1615,833,782,7,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036742,,Not applicable,22-05-2018,13-11-2023,Hitchin Road,,,Stevenage,Hertfordshire,SG1 4AE,http://www.jhn.herts.sch.uk,1438314643,Mr,David,Carrasco-Morley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Stevenage,Woodfield,Stevenage,(England/Wales) Urban city and town,E10000015,522957,226079,Stevenage 002,Stevenage 002E,,,,,Good,North-West London and South-Central England,,10070250413,,Not applicable,Not applicable,,,E02004945,E01023800,85,,117585 Predecessor,,,
137906,936,Surrey,5417,Blenheim High School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1500,Not applicable,19-01-2023,1329,590,739,13.2,Supported by a single-academy trust,BLENHEIM HIGH SCHOOL,-,,Not applicable,,10036565,,Not applicable,01-05-2019,20-11-2023,Longmead Road,,,Epsom,Surrey,KT19 9BH,http://www.blenheim.surrey.sch.uk,1372745333,Mr,Anthony,Bodell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Epsom and Ewell,Court,Epsom and Ewell,(England/Wales) Urban major conurbation,E10000030,520979,162124,Epsom and Ewell 007,Epsom and Ewell 007A,,,,,Good,South-East England and South London,,1.00062E+11,,Not applicable,Not applicable,,,E02006341,E01030385,151,,131386 Predecessor,,,
137907,313,Hounslow,4020,Chiswick School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1300,No Special Classes,19-01-2023,1486,786,700,29.4,Supported by a single-academy trust,CHISWICK SCHOOL,-,,Not applicable,,10036744,,Not applicable,23-01-2020,14-11-2023,Burlington Lane,Chiswick,,London,,W4 3UN,http://www.chiswickschool.org/,2087470031,Mrs,Laura,Ellener,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hounslow,Chiswick Homefields,Brentford and Isleworth,(England/Wales) Urban major conurbation,E09000018,520934,177319,Hounslow 007,Hounslow 007D,,,,,Good,North-West London and South-Central England,,1.00023E+11,,Not applicable,Not applicable,,,E02000532,E01002578,325,,102532 Predecessor,,,
137914,919,Hertfordshire,5418,Saint Joan of Arc Catholic School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1243,No Special Classes,19-01-2023,1229,637,592,6.6,Supported by a multi-academy trust,ALL SAINTS CATHOLIC ACADEMY TRUST,-,,Not applicable,,10036755,,Not applicable,27-02-2018,14-11-2023,High Street,,,Rickmansworth,Hertfordshire,WD3 1HG,http://www.joa.herts.sch.uk/,1923773881,Mrs,Bernadette,O'Hanlon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Three Rivers,Rickmansworth Town,South West Hertfordshire,(England/Wales) Urban major conurbation,E10000015,506293,194608,Three Rivers 004,Three Rivers 004D,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004959,E01023851,69,,117590 Predecessor,,,
137917,314,Kingston upon Thames,4009,Southborough High School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Boys,Does not apply,Does not apply,Not applicable,Non-selective,915,No Special Classes,19-01-2023,864,851,13,17.6,Supported by a single-academy trust,SOUTHBOROUGH HIGH SCHOOL,-,,Not applicable,,10035379,,Not applicable,03-02-2023,08-12-2023,Hook Road,,,Surbiton,Surrey,KT6 5AS,http://www.southborough.kingston.sch.uk/,2083914324,Mr,Niall,Smith,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Kingston upon Thames,Tolworth,Kingston and Surbiton,(England/Wales) Urban major conurbation,E09000021,518286,165452,Kingston upon Thames 016,Kingston upon Thames 016E,,,,,Good,South-East England and South London,,128009013,,Not applicable,Not applicable,,,E02000613,E01003002,126,,102601 Predecessor,,,
137922,919,Hertfordshire,5417,Saint Michael's Catholic High School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1103,No Special Classes,19-01-2023,1127,598,529,11.8,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036754,,Not applicable,26-11-2014,14-11-2023,High Elms Lane,Garston,,Watford,Hertfordshire,WD25 0SS,www.stmichaelscatholichighschool.co.uk,1923673760,Mr,Edward,Conway,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,OTH - Other Difficulty/Disability,MLD - Moderate Learning Difficulty,,,,,,,,,,,,Resourced provision,110,110,,,East of England,Three Rivers,Leavesden,Watford,(England/Wales) Urban major conurbation,E10000015,511644,201324,Three Rivers 002,Three Rivers 002E,,,,,Outstanding,North-West London and South-Central England,,2.00001E+11,,Not applicable,Not applicable,,,E02004957,E01023834,107,,117589 Predecessor,,,
137925,312,Hillingdon,5408,The Douay Martyrs Catholic School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1297,No Special Classes,19-01-2023,1563,893,670,17,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036743,,Not applicable,17-10-2018,04-12-2023,Edinburgh Drive,Ickenham,,Uxbridge,Middlesex,UB10 8QY,http://www.douaymartyrs.co.uk/,1895679400,Ms,Fiona,McCloskey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hillingdon,Ickenham & South Harefield,"Ruislip, Northwood and Pinner",(England/Wales) Urban major conurbation,E09000017,507926,185611,Hillingdon 011,Hillingdon 011C,,,,,Good,North-West London and South-Central England,,1.00023E+11,,Not applicable,Not applicable,,,E02000504,E01002460,217,,102448 Predecessor,,,
137928,313,Hounslow,5400,"Gumley House RC Convent School, FCJ",Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Girls,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1220,No Special Classes,19-01-2023,1140,14,1126,18.9,Supported by a single-academy trust,GUMLEY HOUSE CONVENT SCHOOL FCJ,-,,Not applicable,,10036711,,Not applicable,17-10-2018,15-11-2023,St John's Road,,,Isleworth,,TW7 6XF,https://www.gumleyhouse.com/,2085688692,Mr,Stephen,Byrne,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hounslow,Isleworth,Brentford and Isleworth,(England/Wales) Urban major conurbation,E09000018,516073,175779,Hounslow 014,Hounslow 014A,,,,,Good,North-West London and South-Central England,,1.00023E+11,,Not applicable,Not applicable,,,E02000539,E01002668,172,,102544 Predecessor,,,
