URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (name),DistrictAdministrative (name),AdministrativeWard (name),ParliamentaryConstituency (name),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,PropsName,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (name),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate,Linked establishments,,,
137935,205,Hammersmith and Fulham,4620,Sacred Heart High School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Girls,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,793,No Special Classes,19-01-2023,1129,0,1129,14.2,Supported by a single-academy trust,SACRED HEART HIGH SCHOOL HAMMERSMITH,-,,Not applicable,,10036715,,Not applicable,27-09-2017,13-09-2023,212 Hammersmith Road,,Hammersmith,London,,W6 7DG,www.sacredhearthigh.org.uk,2087487600,,Sharon,O'Donovan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hammersmith and Fulham,Brook Green,Hammersmith,(England/Wales) Urban major conurbation,E09000013,523435,178678,Hammersmith and Fulham 013,Hammersmith and Fulham 013C,,,,,Outstanding,North-West London and South-Central England,,34027236,,Not applicable,Not applicable,,,E02000384,E01001898,139,,100363 Predecessor,,,
137938,919,Hertfordshire,5412,Nicholas Breakspear Catholic School,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1056,No Special Classes,19-01-2023,1037,611,426,11.6,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036753,,Not applicable,20-10-2021,24-11-2023,Colney Heath Lane,,,St Albans,Hertfordshire,AL4 0TT,http://www.nbs.herts.sch.co.uk/,1727860079,Mr,Declan,Linnane,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,St Albans,Hill End,St Albans,(England/Wales) Urban city and town,E10000015,518230,206806,St Albans 021,St Albans 021D,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02007090,E01023678,105,,117584 Predecessor,,,
137940,313,Hounslow,4500,Isleworth and Syon School for Boys,Academy converter,Academies,Open,Academy Converter,01-03-2012,,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Boys,None,Does not apply,Not applicable,Non-selective,979,Not applicable,19-01-2023,1099,1097,2,26.7,Supported by a single-academy trust,ISLEWORTH AND SYON SCHOOL FOR BOYS,-,,Not applicable,,10036707,,Not applicable,12-05-2022,13-09-2023,Ridgeway Road,,,Isleworth,,TW7 5LJ,http://www.isleworthsyon.org/,2085685791,Co Headteacher,Simon / Jo,Fisher / Higginbottom,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Hounslow,Osterley & Spring Grove,Brentford and Isleworth,(England/Wales) Urban major conurbation,E09000018,515270,177040,Hounslow 009,Hounslow 009D,,,,,Good,North-West London and South-Central England,,1.00024E+11,,Not applicable,Not applicable,,,E02000534,E01002680,242,,102541 Predecessor,,,
137954,208,Lambeth,6907,City Heights E-ACT Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2013,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,None,,Non-selective,1100,No Special Classes,19-01-2023,581,313,268,52.8,Supported by a multi-academy trust,E-ACT,Linked to a sponsor,E-ACT,Not applicable,,10037710,,Not applicable,30-09-2021,28-11-2023,33 Abbots Park,Tulse Hill,,London,,SW2 3PW,http://www.cityheightse-actacademy.org,2036914600,Mr,Marvin,Charles,Headteacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Lambeth,St Martin's,Streatham,(England/Wales) Urban major conurbation,E09000022,531198,173161,Lambeth 024,Lambeth 024C,,,,,Good,South-East England and South London,,10090196121,,Not applicable,Not applicable,,,E02000641,E01003174,306,,Does not have links,,,
137965,303,Bexley,4008,Blackfen School for Girls,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,1500,Has Special Classes,19-01-2023,1464,103,1361,12.4,Supported by a single-academy trust,BLACKFEN SCHOOL FOR GIRLS,-,,Not applicable,,10036933,,Not applicable,18-12-2019,16-11-2023,Blackfen Road,,,Sidcup,Kent,DA15 9NU,www.blackfenschoolforgirls.co.uk,2083031887,Mr,Matthew,Brown,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,25,25,,,London,Bexley,Blendon & Penhill,Old Bexley and Sidcup,(England/Wales) Urban major conurbation,E09000004,546868,174297,Bexley 021,Bexley 021D,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000085,E01000352,140,,101465 Predecessor,,,
137966,208,Lambeth,5404,St Martin in the Fields High School for Girls,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Church of England,Does not apply,Diocese of Southwark,Non-selective,928,No Special Classes,19-01-2023,398,8,390,46,Supported by a single-academy trust,ST MARTIN-IN-THE-FIELDS HIGH SCHOOL FOR GIRLS,-,,Not applicable,,10036934,,Not applicable,17-05-2018,14-11-2023,155 Tulse Hill,,,London,,SW2 3UP,http://www.stmartins.academy,2086745594,,Josephine,Okokon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,St Martin's,Dulwich and West Norwood,(England/Wales) Urban major conurbation,E09000022,531466,173379,Lambeth 025,Lambeth 025D,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000642,E01003169,149,,100641 Predecessor,,,
137985,919,Hertfordshire,4013,Presdales School,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,1061,No Special Classes,19-01-2023,1162,30,1132,7.6,Supported by a single-academy trust,PRESDALES SCHOOL ACADEMY TRUST,-,,Not applicable,,10036931,,Not applicable,,15-12-2023,Hoe Lane,,,Ware,Hertfordshire,SG12 9NX,http://www.presdales.herts.sch.uk/,1920462210,Mr,Matthew,Warren,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,East Hertfordshire,Ware Priory,Hertford and Stortford,(England/Wales) Urban city and town,E10000015,535870,213427,East Hertfordshire 013,East Hertfordshire 013A,,,,,,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004890,E01023510,68,,117506 Predecessor,,,
137994,304,Brent,5404,Saint Claudine's Catholic School for Girls,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1044,No Special Classes,19-01-2023,941,1,940,32.8,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036970,,Not applicable,12-10-2022,20-11-2023,Crownhill Road,,,London,,NW10 4EP,http://stclaudines.co.uk,2089652986,Dr,L.,McGowan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Brent,Harlesden & Kensal Green,Brent Central,(England/Wales) Urban major conurbation,E09000005,521701,183616,Brent 031,Brent 031E,,,,,Good,North-West London and South-Central England,,202025799,,Not applicable,Not applicable,,,E02000123,E01000533,248,,101561 Predecessor,,,
137995,313,Hounslow,4800,St Mark's Catholic School,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1213,No Special Classes,19-01-2023,1206,638,568,9.8,Supported by a multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,-,,Not applicable,,10036981,,Not applicable,22-09-2022,14-11-2023,106 Bath Road,,,Hounslow,,TW3 3EJ,http://www.st-marks.hounslow.sch.uk/,2085773600,Ms,Andrea,Waugh-Lucas,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hounslow,Hounslow West,Feltham and Heston,(England/Wales) Urban major conurbation,E09000018,513010,175635,Hounslow 017,Hounslow 017F,,,,,Outstanding,North-West London and South-Central England,,2.00004E+11,,Not applicable,Not applicable,,,E02000542,E01034038,91,,102543 Predecessor,,,
138012,871,Slough,5409,The Westgate School,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1400,No Special Classes,19-01-2023,1338,719,619,19.3,Supported by a multi-academy trust,THE WESTGATE SCHOOL,-,,Not applicable,,10036991,,Not applicable,21-03-2014,14-11-2023,Cippenham Lane,,,Slough,Berkshire,SL1 5AH,http://www.westgate.slough.sch.uk/,1753521320,Mr,Jonathon,Gargan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resourced provision,,,,,South East,Slough,Cippenham Village,Slough,(England/Wales) Urban city and town,E06000039,495274,180393,Slough 008,Slough 008A,,,,,Outstanding,North-West London and South-Central England,,2.00001E+11,,Not applicable,Not applicable,,,E02003414,E01016473,227,,110105 Predecessor,,,
138042,919,Hertfordshire,5414,The Marlborough Science Academy,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,1250,No Special Classes,19-01-2023,1290,688,601,16.9,Supported by a single-academy trust,THE MARLBOROUGH SCIENCE ACADEMY LIMITED,-,,Not applicable,,10037014,,Not applicable,08-02-2018,14-11-2023,Watling Street,,,St Albans,Hertfordshire,AL1 2QA,http://www.themarlboroughscienceacademy.co.uk/,1727856874,Ms,Annie,Thomson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,St Albans,Verulam,St Albans,(England/Wales) Urban city and town,E10000015,514073,205711,St Albans 014,St Albans 014C,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004937,E01023744,183,,117586 Predecessor,,,
138051,302,Barnet,4752,The Henrietta Barnett School,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,None,Does not apply,Not applicable,Selective,779,No Special Classes,19-01-2023,795,0,795,3.6,Supported by a single-academy trust,THE HENRIETTA BARNETT SCHOOL,-,,Not applicable,,10037023,,Not applicable,05-05-2022,15-11-2023,Central Square,Hampstead Garden Suburb,,London,,NW11 7BN,http://www.hbschool.org.uk,2084588999,Mrs,Mandy,Watts,Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Barnet,Garden Suburb,Finchley and Golders Green,(England/Wales) Urban major conurbation,E09000003,525566,188467,Barnet 035,Barnet 035B,,,,,Good,North-West London and South-Central England,,200020346,,Not applicable,Not applicable,,,E02000058,E01000209,19,,101354 Predecessor,,,
138058,825,Buckinghamshire,4070,Holmer Green Senior School,Academy converter,Academies,Open,Academy Converter,01-04-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,878,No Special Classes,19-01-2023,1154,591,563,10.3,Supported by a single-academy trust,HOLMER GREEN SENIOR SCHOOL,-,,Not applicable,,10036046,,Not applicable,01-12-2021,13-11-2023,Parish Piece,Holmer Green,,High Wycombe,Buckinghamshire,HP15 6SP,www.hgss.co.uk,1494712219,Mr,Edward,Hillyard,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,26,23,,,South East,Buckinghamshire,Penn Wood and Old Amersham,Chesham and Amersham,(England/Wales) Urban city and town,E06000060,490146,197121,Buckinghamshire 039,Buckinghamshire 039B,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02006823,E01017774,103,,110499 Predecessor,,,
138106,919,Hertfordshire,4620,Loreto College,Academy converter,Academies,Open,Academy Converter,01-05-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,927,No Special Classes,19-01-2023,962,4,958,12,Supported by a single-academy trust,LORETO COLLEGE (ST ALBANS),-,,Not applicable,,10037197,,Not applicable,02-05-2013,14-11-2023,Hatfield Road,,,St Albans,Hertfordshire,AL1 3RQ,http://www.loreto.herts.sch.uk/,1727856206,Mrs,Lucy,Thompson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",SLD - Severe Learning Difficulty,,,,,,,,,,Resourced provision,148,170,,,East of England,St Albans,St Peters,St Albans,(England/Wales) Urban city and town,E10000015,515408,207339,St Albans 012,St Albans 012B,,,,,Outstanding,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004935,E01023727,96,,117558 Predecessor,,,
138178,306,Croydon,5400,Riddlesdown Collegiate,Academy converter,Academies,Open,Academy Converter,01-06-2012,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,2040,Has Special Classes,19-01-2023,2060,1122,938,12.8,Supported by a multi-academy trust,THE COLLEGIATE TRUST,Linked to a sponsor,The Collegiate Trust,Not applicable,,10037408,,Not applicable,22-03-2023,21-11-2023,Honister Heights,,,Purley,Surrey,CR8 1EX,https://www.riddlesdown.org,2086685136,Dr,Parimal,Bhatt,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Croydon,Purley Oaks & Riddlesdown,Croydon South,(England/Wales) Urban major conurbation,E09000008,533324,160251,Croydon 042,Croydon 042D,,,,,Outstanding,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02000235,E01001104,209,,101818 Predecessor,,,
138187,306,Croydon,4031,Woodcote High School,Academy converter,Academies,Open,Academy Converter,01-06-2012,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1283,No Special Classes,19-01-2023,1276,653,623,22.1,Supported by a multi-academy trust,THE COLLEGIATE TRUST,Linked to a sponsor,The Collegiate Trust,Not applicable,,10037475,,Not applicable,20-03-2018,13-11-2023,Meadow Rise,,,Coulsdon,Surrey,CR5 2EH,www.woodcotehigh.com,2086686464,Mrs,Kirstie,Woodcock,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resourced provision,11,14,,,London,Croydon,Coulsdon Town,Croydon South,(England/Wales) Urban major conurbation,E09000008,529623,160694,Croydon 038,Croydon 038A,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000231,E01001028,247,,101806 Predecessor,,,
138196,316,Newham,4001,School 21,Free schools,Free Schools,Open,New Provision,01-09-2012,,,All-through,4,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,Not applicable,Non-selective,1200,Not applicable,19-01-2023,1197,621,576,36.4,Supported by a multi-academy trust,BIG EDUCATION TRUST,-,,Not applicable,,10037498,,Not applicable,14-03-2023,14-11-2023,Pitchford Street,,,Stratford,,E15 4RZ,school21.org.uk,2082622121,Mr,Moray,Dickson,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Newham,Stratford,West Ham,(England/Wales) Urban major conurbation,E09000025,539083,184063,Newham 012,Newham 012D,Ofsted,,,,Requires improvement,East of England and North-East London,,10008989856,,Not applicable,Not applicable,,,E02000725,E01003619,324,,Does not have links,,,
138202,211,Tower Hamlets,4000,Wapping High School,Free schools,Free Schools,Open,New Provision,01-09-2012,,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,None,None,Not applicable,Non-selective,420,Not applicable,19-01-2023,336,186,150,33.3,Supported by a single-academy trust,THE WAPPING AND SHADWELL SECONDARY EDUCATION TRUST,-,,Not applicable,,10038743,,Not applicable,28-06-2018,16-11-2023,153 Commercial Road,,,London,Not applicable,E1 2DA,www.wappinghigh.org,2035973671,Mr,Gary,Nelson,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Tower Hamlets,Whitechapel,Bethnal Green and Bow,(England/Wales) Urban major conurbation,E09000030,534642,181343,Tower Hamlets 021,Tower Hamlets 021C,Ofsted,,,,Good,East of England and North-East London,,6014352,,Not applicable,Not applicable,,,E02000884,E01004321,112,,Does not have links,,,
138221,306,Croydon,5402,St Joseph's College,Academy converter,Academies,Open,Academy Converter,01-06-2012,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1050,No Special Classes,19-01-2023,1008,988,20,34.2,Supported by a single-academy trust,ST JOSEPH'S COLLEGE DELASALLE,-,,Not applicable,,10037493,,Not applicable,26-02-2020,14-11-2023,Beulah Hill,,,London,,SE19 3HL,http://www.stjosephscollege.org.uk/,2087611426,Mrs,Catherine,Kane,Head Master,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Croydon,Norbury Park,Croydon North,(England/Wales) Urban major conurbation,E09000008,531693,170757,Croydon 002,Croydon 002A,,,,,Good,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02000195,E01001084,271,,101820 Predecessor,,,
138226,936,Surrey,2006,Cobham Free School,Free schools,Free Schools,Open,New Provision,15-08-2012,,,All-through,4,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,1064,Not applicable,19-01-2023,928,462,466,15.4,Supported by a single-academy trust,COBHAM FREE SCHOOL TRUST,-,,Not applicable,,10037490,,Not applicable,11-05-2023,30-11-2023,Portsmouth Road,,,Cobham,Surrey,KT11 1TF,www.cobhamfreeschool.org.uk,3303300237,Mrs,Michaela,Khatib,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,South East,Elmbridge,Oxshott and Stoke D'Abernon,Esher and Walton,(England/Wales) Urban city and town,E10000030,511758,161252,Elmbridge 017,Elmbridge 017F,Ofsted,,,,Good,South-East England and South London,United Kingdom,2.00001E+11,,Not applicable,Not applicable,,,E02006333,E01030306,130,,Does not have links,,,
